,open,high,low,close,volume,date
393,562.8,615.815,552.998,599.669,119059050.8982,2021-04-29
394,599.669,629.199,585.658,623.088,99023700.65691,2021-04-30
395,623.088,644.966,609.701,620.597,47996337.97022,2021-05-01
396,620.597,629.401,595.32,622.6,53250483.26427,2021-05-02
397,622.6,680.874,622.455,676.53,79792115.57602,2021-05-03
398,676.53,678.419,598.0,609.115,97216549.24903,2021-05-04
399,609.115,657.127,604.281,651.6,44865442.21837,2021-05-05
400,651.6,654.284,619.894,634.128,42283902.74358,2021-05-06
401,634.128,644.998,610.827,624.709,44271175.18024,2021-05-07
402,624.709,658.907,619.199,646.589,47150040.68156,2021-05-08
403,646.589,678.785,630.026,662.6,36132057.42835,2021-05-09
404,662.6,693.567,585.02,630.981,101096399.87563,2021-05-10
405,630.981,674.199,621.923,672.2,71767648.00904,2021-05-11
406,672.2,685.888,583.561,594.888,50749977.50696,2021-05-12
407,594.888,633.801,528.477,570.6,113186728.59017,2021-05-13
408,570.6,614.997,565.918,603.469,92202077.25469,2021-05-14
409,603.469,611.369,560.307,563.265,23194949.70625,2021-05-15
410,563.265,607.265,534.513,564.156,81165379.33807,2021-05-16
411,564.643,564.643,484.613,512.039,78460550.99109,2021-05-17
412,512.582,534.0,495.759,508.682,26657854.41172,2021-05-18
413,508.682,516.666,270.866,334.742,160824272.70314,2021-05-19
414,334.742,423.875,285.0,391.787,81293808.51758,2021-05-20
415,391.787,416.059,274.471,326.382,73519137.72395,2021-05-21
416,326.382,336.0,285.1,299.943,44064411.86227,2021-05-22
417,299.943,313.473,211.088,260.916,73407333.29403,2021-05-23
418,260.916,350.331,258.37,345.918,61990865.20639,2021-05-24
419,345.918,376.361,307.415,343.556,63530282.10289,2021-05-25
420,343.556,388.627,336.956,379.467,40462635.69708,2021-05-26
421,379.467,387.8,340.816,370.11,26067469.40517,2021-05-27
422,370.11,373.797,313.431,329.024,45179300.33312,2021-05-28
423,329.024,347.282,295.781,304.836,28272974.26664,2021-05-29
424,304.994,338.311,291.596,325.837,32303623.85645,2021-05-30
425,325.837,356.137,308.01,353.436,41552288.90204,2021-05-31
426,353.436,364.564,339.775,362.241,21112951.69912,2021-06-01
427,362.241,418.53,350.65,401.22,63141247.13411,2021-06-02
428,401.22,432.642,391.371,428.514,32772067.62598,2021-06-03
429,428.514,429.6,365.462,390.805,40855224.63394,2021-06-04
430,390.806,426.139,373.748,390.091,33241332.98654,2021-06-05
431,390.091,400.137,381.632,393.699,14737141.31878,2021-06-06
432,393.699,407.344,353.762,357.985,35270301.1768,2021-06-07
433,357.985,366.264,319.34,352.725,42348866.60426,2021-06-08
434,352.725,378.436,333.591,375.51,30174681.82385,2021-06-09
435,375.51,377.448,344.387,351.892,27069113.96328,2021-06-10
436,351.989,366.265,340.816,345.706,24515642.02878,2021-06-11
437,345.706,349.091,325.464,343.791,20853662.87894,2021-06-12
438,343.791,369.195,330.417,365.86,18705569.58463,2021-06-13
439,365.86,377.4,355.129,370.201,19615192.11792,2021-06-14
440,370.201,379.651,363.341,366.666,18658774.74731,2021-06-15
441,366.666,366.885,343.456,347.337,21619469.46122,2021-06-16
442,347.337,362.45,346.0,352.835,12917198.98991,2021-06-17
443,352.835,357.289,327.415,337.142,13789999.2371,2021-06-18
444,337.142,345.369,331.144,334.04,5653565.74799,2021-06-19
445,334.04,340.556,310.204,339.016,10550926.20997,2021-06-20
446,339.016,342.139,268.622,270.724,20297139.52747,2021-06-21
447,270.724,291.02,225.43,261.927,46054132.60283,2021-06-22
448,261.927,309.801,251.396,296.109,27475662.5235,2021-06-23
449,296.109,316.529,281.6,308.601,28470074.9136,2021-06-24
450,308.601,314.833,275.29,280.884,33742573.23264,2021-06-25
451,280.884,290.212,264.168,279.629,17774792.73233,2021-06-26
452,279.629,291.673,269.682,290.92,13814782.64694,2021-06-27
453,290.926,299.57,283.953,290.067,19615038.27764,2021-06-28
454,290.068,315.681,289.393,300.927,21302405.63069,2021-06-29
455,300.927,304.94,281.53,303.731,24379422.26185,2021-06-30
456,303.74,303.957,280.827,287.719,15151238.01789,2021-07-01
457,287.655,290.716,276.321,287.207,17229836.24224,2021-07-02
458,287.207,303.257,283.02,298.289,16418682.07122,2021-07-03
459,298.289,315.0,292.835,307.8,17753253.38205,2021-07-04
460,307.8,307.823,292.4,302.2,23984147.53773,2021-07-05
461,302.2,322.799,301.995,320.323,38264509.72312,2021-07-06
462,320.323,339.921,318.571,327.929,36707926.48912,2021-07-07
463,327.929,328.439,304.662,310.226,29709236.79217,2021-07-08
464,310.226,319.723,301.822,317.089,17223022.29304,2021-07-09
465,317.089,321.584,310.787,316.09,15697793.25062,2021-07-10
466,316.09,326.785,312.439,322.082,17492658.92718,2021-07-11
467,322.082,334.362,308.707,316.0,22409071.37521,2021-07-12
468,316.0,318.2,305.298,309.0,17271309.88022,2021-07-13
469,309.0,313.418,290.422,309.4,20824584.42131,2021-07-14
470,309.4,324.361,301.582,315.808,37945700.64003,2021-07-15
471,315.808,323.468,301.785,303.165,37334875.40585,2021-07-16
472,303.165,306.992,295.127,300.6,27838514.23284,2021-07-17
473,300.617,309.256,299.201,302.158,21050893.85639,2021-07-18
474,302.158,303.75,278.69,280.421,21481832.22034,2021-07-19
475,280.421,283.38,254.445,264.554,24080788.66313,2021-07-20
476,264.554,298.908,261.082,293.193,54625257.01617,2021-07-21
477,293.193,298.703,287.6,293.391,43081427.1091,2021-07-22
478,293.391,301.416,281.515,299.475,42744593.90791,2021-07-23
479,299.452,308.036,295.804,301.811,42262892.29728,2021-07-24
480,301.811,304.361,292.78,302.858,31831893.79809,2021-07-25
481,302.858,328.608,301.196,303.873,45581001.39292,2021-07-26
482,303.873,318.439,297.898,313.621,24615566.31596,2021-07-27
483,313.621,318.761,308.05,313.765,21502543.0375,2021-07-28
484,313.765,320.203,308.559,317.136,22800244.73336,2021-07-29
485,317.136,325.876,306.283,322.924,28971498.01201,2021-07-30
486,322.847,338.74,317.592,332.807,40951984.32405,2021-07-31
487,332.807,348.192,329.06,332.783,50558175.55409,2021-08-01
488,332.807,338.191,326.392,330.665,27131872.2999,2021-08-02
489,330.665,334.783,317.181,323.322,28450999.00906,2021-08-03
490,323.322,337.215,319.77,334.815,15198270.62119,2021-08-04
491,334.815,340.316,323.366,338.118,17812548.19576,2021-08-05
492,338.118,347.421,331.3,342.479,22424899.15903,2021-08-06
493,342.48,359.741,340.62,356.483,28508231.42764,2021-08-07
494,356.483,360.114,337.212,341.995,19281303.71371,2021-08-08
495,341.995,358.096,333.313,354.601,33949850.93948,2021-08-09
496,354.601,376.55,349.176,372.125,41690734.13034,2021-08-10
497,372.125,408.761,371.356,391.054,53794569.40352,2021-08-11
498,391.054,406.514,372.011,385.83,42955801.81943,2021-08-12
499,385.83,411.739,383.062,411.357,29451128.71434,2021-08-13
500,411.357,419.277,400.4,409.0,31215934.61306,2021-08-14
501,409.0,415.224,396.673,414.358,29971594.92336,2021-08-15
502,414.358,437.343,411.158,415.854,51161592.72183,2021-08-16
503,415.854,435.968,398.291,401.641,55843909.93689,2021-08-17
504,401.641,412.313,385.119,396.213,31553668.34612,2021-08-18
505,396.213,431.679,390.909,431.102,64376537.26304,2021-08-19
506,431.102,458.202,421.812,455.2,49922601.61455,2021-08-20
507,455.2,460.47,444.984,449.096,46050289.57068,2021-08-21
508,449.096,458.559,438.038,448.927,38515088.64941,2021-08-22
509,448.927,509.986,446.477,499.333,114430887.32599,2021-08-23
510,499.333,504.483,461.214,471.61,80768302.48293,2021-08-24
511,471.61,507.382,469.725,503.356,98607385.73627,2021-08-25
512,503.356,519.084,471.185,478.138,126962977.23103,2021-08-26
513,478.138,495.161,467.266,494.543,72672763.77274,2021-08-27
514,494.579,496.8,482.784,486.454,23272825.59254,2021-08-28
515,486.454,495.984,475.997,480.009,33752583.30841,2021-08-29
516,480.01,481.0,457.392,460.147,42532204.2595,2021-08-30
517,460.147,477.622,452.271,464.274,38172313.54311,2021-08-31
518,464.274,490.656,455.4,489.681,44356634.16375,2021-09-01
519,489.681,504.984,478.159,483.834,45923618.54054,2021-09-02
520,483.834,494.79,473.501,488.6,40779671.5965,2021-09-03
521,488.6,510.612,485.42,498.0,47432265.47409,2021-09-04
522,498.0,505.787,488.85,505.517,35616542.0979,2021-09-05
523,505.517,509.474,488.0,496.203,45507556.17373,2021-09-06
524,496.203,505.0,344.1,418.292,104712087.51342,2021-09-07
525,418.292,425.35,382.764,415.021,58748857.09982,2021-09-08
526,415.021,436.2,403.692,421.4,49281535.83728,2021-09-09
527,421.4,439.517,393.592,401.309,57997431.36728,2021-09-10
528,401.329,415.206,399.639,405.0,30053566.07977,2021-09-11
529,405.021,421.734,397.786,416.601,30461735.16816,2021-09-12
530,416.596,419.769,383.553,399.095,51714868.81976,2021-09-13
531,399.095,414.775,395.998,414.691,36854632.66625,2021-09-14
532,414.668,436.646,410.354,431.339,30102687.73815,2021-09-15
533,431.339,433.2,415.725,424.287,34514165.34168,2021-09-16
534,424.287,425.969,400.53,406.589,27948948.87912,2021-09-17
535,406.7,419.791,401.508,410.673,24143722.74676,2021-09-18
536,410.693,419.032,402.945,408.6,19576251.28971,2021-09-19
537,408.6,409.8,353.738,363.96,59047070.80045,2021-09-20
538,363.96,375.629,336.788,344.256,65340994.94933,2021-09-21
539,344.256,380.0,342.313,379.051,52397366.49168,2021-09-22
540,379.051,384.78,369.286,383.8,40060379.87357,2021-09-23
541,383.8,385.474,333.855,355.229,76437222.9225,2021-09-24
542,355.229,360.946,343.925,349.8,51076142.00774,2021-09-25
543,349.8,352.731,319.839,344.05,68245294.17235,2021-09-26
544,344.05,357.6,335.483,335.719,47142807.01881,2021-09-27
545,335.719,344.594,330.0,333.164,47101234.32262,2021-09-28
546,333.164,375.272,331.489,367.421,74745681.37516,2021-09-29
547,367.421,388.624,366.191,387.493,53875424.53743,2021-09-30
548,387.493,423.521,381.4,421.63,59953611.51355,2021-10-01
549,421.63,438.424,411.0,427.341,45526412.55375,2021-10-02
550,427.341,437.145,422.105,430.633,42370546.58934,2021-10-03
551,430.633,430.87,411.4,426.6,59203861.01495,2021-10-04
552,426.6,444.342,424.355,442.463,41224450.64307,2021-10-05
553,442.463,442.857,415.168,435.19,72264852.26175,2021-10-06
554,435.19,450.4,423.857,438.481,64888812.72588,2021-10-07
555,438.481,441.758,416.344,419.761,63910063.08969,2021-10-08
556,419.761,426.049,416.333,422.056,46895395.74786,2021-10-09
557,422.056,422.28,402.551,404.231,47331810.92385,2021-10-10
558,404.231,423.974,400.4,413.343,56653569.38259,2021-10-11
559,413.343,444.73,392.446,444.448,162319957.4101,2021-10-12
560,444.448,471.8,432.919,470.634,265104917.61725,2021-10-13
561,470.634,482.692,461.2,472.841,92714683.83828,2021-10-14
562,472.841,477.784,452.22,474.232,142402316.21852,2021-10-15
563,474.232,484.537,460.106,466.0,51482372.50403,2021-10-16
564,466.0,472.499,454.312,470.977,51079067.55451,2021-10-17
565,470.977,487.332,466.403,485.0,62723223.66383,2021-10-18
566,485.0,497.845,480.672,488.018,72912848.66664,2021-10-19
567,488.018,505.998,478.851,501.425,50826849.5436,2021-10-20
568,501.425,505.061,397.134,471.148,86151592.947,2021-10-21
569,471.148,498.254,471.077,479.116,59814440.50641,2021-10-22
570,479.107,485.51,472.593,485.48,22484014.22598,2021-10-23
571,485.48,486.371,468.001,475.773,28388918.49544,2021-10-24
572,475.773,488.499,474.845,485.0,26275656.39654,2021-10-25
573,485.0,489.566,473.631,478.095,33897235.23779,2021-10-26
574,478.095,486.4,438.38,448.661,59754411.5306,2021-10-27
575,448.723,494.954,446.641,492.301,75945657.49479,2021-10-28
576,492.301,533.8,488.148,530.216,79820812.98444,2021-10-29
577,530.216,540.736,510.793,528.799,63924263.41275,2021-10-30
578,528.799,535.429,509.491,524.9,58106612.32401,2021-10-31
579,524.901,552.247,511.399,551.699,90306901.20632,2021-11-01
580,551.701,564.491,537.999,554.944,56226829.74926,2021-11-02
581,554.944,570.936,538.074,568.764,77858422.08705,2021-11-03
582,568.764,569.113,544.429,559.448,48270666.29153,2021-11-04
583,559.448,616.202,555.027,607.831,103211578.42119,2021-11-05
584,607.831,637.92,595.777,637.92,105119251.5187,2021-11-06
585,637.92,669.64,631.056,650.038,90450664.21231,2021-11-07
586,650.04,655.932,632.135,654.03,99318179.58847,2021-11-08
587,654.03,656.999,632.213,635.114,75525002.08202,2021-11-09
588,635.114,662.915,574.222,614.532,175073286.01976,2021-11-10
589,614.5,635.385,605.947,628.86,55568342.31215,2021-11-11
590,628.86,634.619,603.577,627.0,96511186.64312,2021-11-12
591,627.0,655.237,619.999,649.832,65371345.13457,2021-11-13
592,649.832,660.89,635.199,651.207,75077086.54309,2021-11-14
593,651.239,660.0,630.819,634.2,75801200.0126,2021-11-15
594,634.2,635.499,573.0,589.2,154240870.93909,2021-11-16
595,589.2,593.078,554.116,578.215,91744509.27071,2021-11-17
596,578.216,588.352,516.724,531.972,93550410.82521,2021-11-18
597,531.972,585.925,524.31,581.499,50444657.8224,2021-11-19
598,581.499,605.202,572.81,604.935,69053434.33284,2021-11-20
599,604.965,605.768,580.405,584.657,60888199.9773,2021-11-21
600,584.705,585.799,554.399,559.854,88538336.55733,2021-11-22
601,559.854,605.199,558.55,591.241,91390363.10055,2021-11-23
602,591.241,594.317,577.0,590.501,56849762.79818,2021-11-24
603,590.501,647.476,587.552,639.587,71129228.66173,2021-11-25
604,639.587,658.978,561.568,587.489,162697831.58941,2021-11-26
605,587.397,621.398,583.926,600.252,77824020.06245,2021-11-27
606,600.252,613.213,572.494,611.765,72934018.86826,2021-11-28
607,611.765,629.559,602.199,624.176,46641207.19402,2021-11-29
608,624.176,635.344,604.0,622.777,78217426.0205,2021-11-30
609,622.777,650.367,619.036,627.893,55648361.53376,2021-12-01
610,627.893,631.635,606.075,620.404,78175221.72406,2021-12-02
611,620.404,628.333,575.068,595.716,64851311.87558,2021-12-03
612,595.716,596.182,493.249,569.108,112299531.49352,2021-12-04
613,569.108,582.634,542.078,558.097,45780312.12244,2021-12-05
614,558.097,593.0,533.59,587.97,70840090.0476,2021-12-06
615,587.97,593.681,572.7,579.001,59896138.95251,2021-12-07
616,579.001,608.4,567.743,608.243,55277830.11286,2021-12-08
617,608.243,617.963,568.126,570.588,77536210.86867,2021-12-09
618,570.588,595.262,551.3,553.4,85083331.98064,2021-12-10
619,553.4,573.201,542.611,564.442,47604733.78463,2021-12-11
620,564.442,574.962,559.634,570.6,31226393.26885,2021-12-12
621,570.6,572.401,511.234,521.038,72885444.40424,2021-12-13
622,521.012,535.916,510.341,528.336,76519571.33126,2021-12-14
623,528.336,547.043,501.883,541.327,57829672.62269,2021-12-15
624,541.327,545.49,524.999,526.091,43044908.95671,2021-12-16
625,526.091,536.0,511.139,525.846,68463821.78333,2021-12-17
626,525.846,538.089,516.854,534.092,43274922.27879,2021-12-18
627,534.092,544.766,527.66,529.987,40950307.48015,2021-12-19
628,529.987,534.875,506.4,524.022,50760596.80373,2021-12-20
629,524.022,535.714,514.826,528.691,42607335.93098,2021-12-21
630,528.691,545.062,527.601,533.633,41083570.69583,2021-12-22
631,533.633,552.6,524.511,549.043,48557973.23546,2021-12-23
632,549.148,554.58,537.266,542.277,33878165.75834,2021-12-24
633,542.288,550.798,539.575,547.739,21914313.41412,2021-12-25
634,547.739,549.2,536.264,546.681,31615774.64924,2021-12-26
635,546.671,571.988,543.4,563.8,37035153.23287,2021-12-27
636,563.8,563.8,528.338,534.235,54641735.87368,2021-12-28
637,534.273,540.601,510.912,514.453,44859558.41909,2021-12-29
638,514.453,527.702,508.396,518.473,32569493.87899,2021-12-30
639,518.473,528.332,506.12,511.364,40231609.45458,2021-12-31
640,511.364,528.072,511.364,527.469,27244531.94845,2022-01-01
641,527.469,533.964,518.271,531.097,26205409.70584,2022-01-02
642,531.096,532.718,510.2,511.809,32194775.87542,2022-01-03
643,511.809,519.935,502.229,506.709,42692010.0397,2022-01-04
644,506.709,515.857,457.303,473.87,41853553.02598,2022-01-05
645,473.87,481.16,458.843,472.7,31516843.29806,2022-01-06
646,472.7,473.786,437.446,448.055,42470280.69129,2022-01-07
647,448.055,459.504,416.281,429.851,42315411.24047,2022-01-08
648,429.851,444.421,427.202,438.647,27507485.77268,2022-01-09
649,438.626,445.398,407.0,424.878,50332358.28762,2022-01-10
650,424.878,467.771,421.611,463.36,59318982.24486,2022-01-11
651,463.36,489.496,456.673,487.908,41929574.51871,2022-01-12
652,487.908,489.443,467.026,475.555,39711648.73799,2022-01-13
653,475.555,492.439,467.982,490.215,34816150.03331,2022-01-14
654,490.215,501.198,485.505,494.488,21420031.4212,2022-01-15
655,494.488,505.932,488.729,498.679,27548228.17982,2022-01-16
656,498.679,499.094,467.562,475.458,35736302.8293,2022-01-17
657,475.458,479.845,457.394,471.486,43042109.67363,2022-01-18
658,471.485,473.15,453.8,462.013,37198587.36195,2022-01-19
659,462.013,478.756,438.292,440.094,48383569.33215,2022-01-20
660,440.094,444.564,373.786,383.962,67496058.48686,2022-01-21
661,383.962,389.14,336.572,358.414,45619448.30541,2022-01-22
662,358.431,388.962,356.495,384.138,32210386.0697,2022-01-23
663,384.138,384.138,336.081,371.141,42649965.68778,2022-01-24
664,371.141,388.716,357.642,385.207,23564637.66281,2022-01-25
665,385.207,402.448,366.708,375.0,33997755.39323,2022-01-26
666,374.907,393.183,359.747,389.988,22019596.87439,2022-01-27
667,389.988,395.975,375.615,386.019,18857817.88141,2022-01-28
668,386.019,397.432,381.051,389.32,17840743.17593,2022-01-29
669,389.32,389.407,372.8,377.483,26779338.04527,2022-01-30
670,377.483,385.7,365.601,374.528,24850357.84386,2022-01-31
671,374.528,388.744,373.995,384.281,30391482.33975,2022-02-01
672,384.281,386.311,366.37,367.2,26154047.84264,2022-02-02
673,367.2,372.6,359.651,372.6,25668906.90331,2022-02-03
674,372.6,399.999,369.678,399.855,30199732.18567,2022-02-04
675,399.855,431.047,396.812,414.019,45647176.63611,2022-02-05
676,414.019,422.821,407.2,420.329,46196029.10492,2022-02-06
677,420.329,439.221,413.657,433.734,45675155.0165,2022-02-07
678,433.734,445.985,406.869,408.167,51191479.75962,2022-02-08
679,408.167,428.049,407.42,423.201,38813686.33425,2022-02-09
680,423.201,435.542,410.001,414.823,50042723.37576,2022-02-10
681,414.823,419.073,392.15,400.274,34920266.26366,2022-02-11
682,400.317,407.334,393.751,403.781,36451872.50849,2022-02-12
683,403.781,407.987,395.0,398.097,23094532.04766,2022-02-13
684,398.097,404.451,390.8,403.714,27595360.57195,2022-02-14
685,403.714,443.187,403.034,432.8,95579405.75463,2022-02-15
686,432.8,433.734,422.531,427.431,41304733.61693,2022-02-16
687,427.431,431.393,400.228,402.567,41587154.29538,2022-02-17
688,402.567,411.4,392.304,399.338,45819910.81941,2022-02-18
689,399.338,406.866,393.378,399.911,22924364.29855,2022-02-19
690,399.911,400.187,375.1,380.758,24469499.91027,2022-02-20
691,380.758,393.783,355.205,356.8,40393799.93726,2022-02-21
692,356.8,375.712,348.898,374.555,62872420.59576,2022-02-22
693,374.555,384.325,365.73,365.903,53409633.85579,2022-02-23
694,365.903,370.681,323.4,361.259,58221016.4273,2022-02-24
695,361.259,377.528,356.977,375.11,39674990.35584,2022-02-25
696,375.11,389.086,370.8,373.909,40300437.21527,2022-02-26
697,373.909,381.428,358.361,360.167,50602035.03059,2022-02-27
698,360.073,397.491,355.938,396.039,33004925.54364,2022-02-28
699,396.039,426.294,391.205,408.861,66574379.99327,2022-03-01
700,408.861,415.891,403.909,409.353,60037402.11108,2022-03-02
701,409.353,413.194,397.578,402.757,55235241.52987,2022-03-03
702,402.757,403.732,372.002,374.207,44941729.5503,2022-03-04
703,374.207,387.467,367.056,384.759,44946057.9455,2022-03-05
704,384.759,387.364,372.406,374.877,29361922.79303,2022-03-06
705,374.877,385.66,362.815,380.532,59119117.89786,2022-03-07
706,380.532,388.845,376.979,381.445,43339121.63177,2022-03-08
707,381.445,402.8,381.126,393.4,49711908.46698,2022-03-09
708,393.4,394.726,363.118,372.063,40941260.01008,2022-03-10
709,372.063,380.101,364.982,372.0,34522793.45484,2022-03-11
710,372.0,379.25,371.158,372.402,16893094.36062,2022-03-12
711,372.402,377.276,360.01,361.264,24586387.302,2022-03-13
712,361.256,374.099,359.431,373.459,35955615.32046,2022-03-14
713,373.459,374.919,361.819,371.734,41215529.33207,2022-03-15
714,371.734,386.849,367.934,385.679,51815964.55996,2022-03-16
715,385.679,393.8,381.828,392.128,31426198.7854,2022-03-17
716,392.167,401.001,384.198,397.387,35322830.05614,2022-03-18
717,397.387,406.4,395.2,399.993,31560724.95136,2022-03-19
718,399.993,401.014,386.3,390.871,42015045.81498,2022-03-20
719,390.871,399.474,385.408,396.071,46931366.60463,2022-03-21
720,396.071,410.328,395.03,404.31,42187882.68687,2022-03-22
721,404.31,412.005,398.238,408.611,40402487.87079,2022-03-23
722,408.611,416.881,405.173,414.4,45027497.08703,2022-03-24
723,414.4,421.705,405.661,410.401,49378899.38406,2022-03-25
724,410.401,416.713,407.572,416.242,22929570.12743,2022-03-26
725,416.242,431.603,411.763,430.651,44317560.18774,2022-03-27
726,430.651,441.133,427.878,430.265,43329485.26723,2022-03-28
727,430.265,442.093,429.645,434.401,53691664.68014,2022-03-29
728,434.401,449.6,425.649,442.101,55833376.48148,2022-03-30
729,442.101,452.39,423.933,428.81,73504194.43739,2022-03-31
730,428.81,448.112,413.356,447.717,64705434.96541,2022-04-01
731,447.717,454.259,435.834,437.31,43552853.18439,2022-04-02
732,437.31,456.0,432.253,450.351,56413519.97101,2022-04-03
733,450.351,450.515,433.601,447.665,56535205.17896,2022-04-04
734,447.665,460.071,444.255,444.726,55372499.22933,2022-04-05
735,444.726,444.749,418.385,420.168,78326374.31571,2022-04-06
736,420.168,439.31,416.52,436.039,58953897.47541,2022-04-07
737,436.039,441.184,418.684,421.579,54876612.63307,2022-04-08
738,421.579,428.147,419.8,426.929,28640107.17861,2022-04-09
739,426.977,429.684,417.021,417.929,42196179.03376,2022-04-10
740,417.929,419.718,391.281,394.467,68374917.46093,2022-04-11
741,394.467,417.081,392.409,413.74,51940476.2062,2022-04-12
742,413.74,424.723,410.445,423.4,44858798.98792,2022-04-13
743,423.4,427.021,411.422,414.801,38832229.4016,2022-04-14
744,414.801,420.176,412.728,417.323,24639487.51528,2022-04-15
745,417.323,419.106,411.6,417.399,25386638.58815,2022-04-16
746,417.399,418.32,405.655,406.681,30600038.10907,2022-04-17
747,406.681,418.041,396.16,416.947,45998780.75275,2022-04-18
748,416.947,424.688,414.823,422.466,31364896.42879,2022-04-19
749,422.466,431.552,414.843,418.44,38590220.63077,2022-04-20
750,418.44,426.396,401.123,404.934,42544237.75148,2022-04-21
751,404.934,413.989,403.437,406.556,34804484.83911,2022-04-22
752,406.556,408.041,397.07,401.087,23721867.89234,2022-04-23
753,401.087,405.533,397.272,398.762,35491603.06981,2022-04-24
754,398.762,405.629,382.283,404.348,46080058.19732,2022-04-25
755,404.348,407.58,380.942,385.916,36155894.74223,2022-04-26
756,385.916,394.945,383.487,391.459,40740910.22023,2022-04-27
757,391.459,408.502,388.562,407.0,42685889.18475,2022-04-28
758,407.0,410.736,389.602,392.898,33218593.67597,2022-04-29
759,392.898,399.962,376.491,377.037,25936809.38446,2022-04-30
760,377.037,391.059,375.691,387.84,33206946.6564,2022-05-01
